IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
2397,05-Sep-12,0,12-3596,Residents returned to their Dana Way home very late on 9/4/12. Their car was undamaged as of 22:30. They woke up sometime in the early morning 9/5/12 to find their car broken into. The only scented item in the car was incense. Their was a vegetable garden
2398,06-Sep-12,-1,12-3617,"Resident comes into kitchen around 04:00 to find a cabinet with food tipped over. The refrigerator was wide open and trash was strewn about. The resident saw a bear about 40 feet from his house. The bear obtained a block of cheese, brownie mix, and variou"
2411,07-Sep-12,-1,12-4104,"Visitor set down pack and began to set up tent. Visitor was within 10 feet of pack when the bear came in and took the pack. Visitors threw rocks and scared the bear away and recovered some food but the bear obtained trail mix, bars, mango, and almond butt"
2406,07-Sep-12,0,12-3630,At 03:00 an unknown bear ripped off a screen door of a house that was broken into the previous night. No bears were observed but there were new paw prints and marks on the door. The bear did not gain entry and did not obtain any food.
2399,07-Sep-12,0,12-3619,Bear gained entry through right side front passenger's window. No food present - two water bottles on dash.
2403,07-Sep-12,0,12-3616,The left side driver's window was down and a backpack was on the ground outside of the vehicle. There was no damage to either the vehicle or the pack.
2414,08-Sep-12,0,None,"Reporting party heard the campers up the hill attempting to scare a bear away on and off for a half an hour. The next morning the reporting party discovered that the campers had hung their food, some of which the bear had obtained. Campers reported the in"
2391,10-Sep-12,-1,None,"Observed bear 2255 on trash outside residence in trailer park of El Portal. Trash was boiled, cut potatoes- almost looked like baiting since there was no other trash items around. Had bear 2255 strong on telemetry and observed bear on trash. Unsure if bea"
2405,10-Sep-12,-1,12-3686,"Visitor opened locker and then walked 15 feet away to his vehicle. When he turned around, bear 3591 was taking food from a cooler in his locker. Visitors saw the bear eating something up the hill but couldn't determine exactly what they had lost."
2412,12-Sep-12,-1,12-4052,"Bear moved backpack 10 feet away, ripped a hole in the lid and pulled a package of beef jerky out, opened it and ate the beef jerky."
2402,13-Sep-12,-1,12-3765,"Observed bear 2255 come out of an unclipped dumpster after 875 kicked the dumpster. There were several bags of food, dog food, and chicken packages in the dumpster. The bear ran away quickly after kicking the dumpster and the dumpster was fixed. Unknown i"
2416,27-Sep-12,0,12-3977,"Campers were asleep. I walked into the site and found a food locker open and a mess of food thrown around the locker. I followed the food and trash trail after waking up the campers. I found a torn open, empty bag of trail mix 50 yards away from the site "
2413,28-Sep-12,0,None,"The lid to a nutella jar and a peanut jar were found with canine punctures. An empty bag of prunes was also found, as were several paper bowls that had been ripped and punctured by teeth."
2378,29-Sep-12,0,None,"We were sleeping, the bear apparently rolled the can down a hill. We found it down below on the trail. The top came off the canister somehow (the bear got it off). The bear ate trail mix."
2415,14-Oct-12,-1,12-4199,"While following 3131 behind the Ahwahnee, we saw the bear go up to the base of Royal Arches climbing route. We saw the bear rummaging through some packs and obtaining a small bag of food trash: Orange peels, a tuna can, builder's bar wrappers, Starbucks c"
2417,30-Nov-12,0,12-4464,"Trash was left in the vehicle. Gatorade bottles mostly. Bear broke the window of the vehicle. No food was present in the vehicle. Incident happened sometime after 0700. Employee heard the bear, but, ""didn't want to go out in the rain."""
2422,02-Dec-12,0,12-4479,"Per owner, no food in car. Old food stains on front passenger seat. Seat was chewed and destroyed."
2424,04-Dec-12,0,12-4478,"At approximately 0915 hours, I received a call from dispatch that the Yosemite Lodge Gift Shop had been damaged by a bear. I arrived on scene and met with DNC security officer Mike. He said that he had seen a bear, weighing approximately 150lbs, during th"
2418,05-Dec-12,0,12-4485,"Bear bent driver's door frame out a few inches, and tore off some of the rubber from around the window. Bear fur was found on the edge of the door. Bear did not gain access to the vehicle. No food or attractants in vehicle, only a couple of empty reusable"
2423,06-Dec-12,0,12-4539,"Unknown bear attempted to or gained entry of building where toilet paper and other paper products are stored in the valley near the sign shop. Noticed damage on the way to the office. Couldn't locate valley custodial to let us know any more details, but r"
2421,06-Dec-12,-1,12-4495,"Bear tore one of the skylights off the roof of the shed in the Indian Village. Bear got into flour, but didn't seem to get into anything else. Lots of food in fridge and in second room in building. Bear apparently only ate flour. Bear was inside when we a"
2420,07-Dec-12,-1,12-4498,Food was stored in the shed. Bear ripped off the sun roof and random patches along roof to get in. Bear obtained flour and sugar.
2419,09-Dec-12,-1,12-4510,Bear broke back into the Indian Village shed after roof was repaired by B+G. Bear ripped off roof patch and obtained more acorns and food that was missed from the day before.
2446,26-Mar-13,-1,2013032743,Foreign visitors had food at base of El Cap at Freerider. Climbers were up on the first pitch and saw White 81 get into their pack and eat their food.
2432,19-Apr-13,-1,2013041920,"Reportedly a young bear with a white or yellow all flex tag in it's left ear with the number 81, approached the victim's haul bag at the base of the El Capitan route Magic Mushroom trip on the eastern side. There was no food except for some ibuprofen. The"
2431,21-Apr-13,-1,2013042121,A bear with a White 81 tag in it's left ear was seen approaching climbers at the western base of El Capitan. It was described as bold and was chased off several times. The bear was later seen with a small pack and was eating a bag of chips. No trash was f
2447,28-Apr-13,-1,2013042835,A guest staying at Camp 4 told the rangers at Arch Rock entrance station that at 0300 a bear took a pack that was in a neighboring camp site. There was no description of the bear or if there was food present. There was only small pieces of the pack left a
2445,04-May-13,-1,2013050832,"Roved Lower Yosemite Falls on the way to Yosemite Village. White 3 was browsing logs and stumps across the creek from the Falls View/ Muir Plaque. Bear was about 100 feet away from visitors, no incident. When I arrived at the Visitor Center about 25 minut"
2444,16-May-13,0,2013052228,Hikers/backpackers had food stored in approved bear canister. They heard a noise in the middle of the night and in the morning the canister was gone.
2443,21-May-13,0,2013052247,Second-hand report from a visitor in Camp 4 that a pack with food got ripped into by a bear. Packs were supposed to be hung in a tree. No other details aside from food present in bags.
2441,23-May-13,-1,2013052303,White 3 (3132) was picked up strong on telemetry following the Camp 4 monitoring box being triggered. She was located and spotlighted under a tree at the edge of camp. She was eating at the base of the tree and did not respond to the lights or being appro
2439,24-May-13,-1,2013052778,Bear approached cabin and awoke Dick who woke up yelling to chase the bear away. Dick opened his front door and hit the bear in the head with his door. The bear then attempted to enter the cabin by sticking its head in. Dick then attempted to slam the doo
2440,24-May-13,-1,2013052408,"Bear seen on car by visitor around 0530 and reported to dispatch around 0900. The car contained bags of food, but no entry was made into the car. The rear spoiler was ripped off and there are many scratch marks on the vehicle. Ford Edge CA plate # 7AFD334"
2438,25-May-13,-1,2013060522,"Visitors observed a bear on food in Housekeeping. The bear was surrounded by people, and didn't care about them and was eating food. The bear was reported as medium sized, medium brown. It had a yellow tag in left ear with only one number on the tag. The "
2442,26-May-13,-1,2013052675,"885, 884, and 879 were called to a bear jam outside Housekeeping Camp by Traffic 1. 885 arrived first and observed Blue 53 standing over a small pile of trash. Traffic 1 reported Blue 53 had bluff charged him on multiple occasions as he waited for Wildlif"
2448,28-May-13,0,2013060310,The truck was left at Glacier Point Parking lot for two days (May 28&29). When returned the front right passenger window was smashed and glass was everywhere as if popped in. The truck had an alarm so the bear may have ran off as it didn't look like it en
2435,29-May-13,-1,2013060615,"Adult sow, came near our camp. We observed and followed from a distance. She was non-aggressive and comfortable with us watching her. We also saw a yearling. It was far more skittish and ran away soon after we saw it on the trail from Vernon to Tilltill V"
2550,31-May-13,-1,2013110209,Would not leave with noise. Cub ran away immediately. She was observed for about 10 minutes with lots of noise from us. She finally gave up. Extensive cosmetic scratches to bear canister but no food obtained.
2437,05-Jun-13,-1,2013060531,People were crowding around bear that was eating food at a picnic site. Victims were not present. Bear was surrounded by about 30 people. The bear was not worried about the people and showed no sign of fear. Hazed with paintballs and crossed river.
2436,05-Jun-13,0,2013060311,The visitor staying in site 42 explained that she heard chattering from the neighboring site ( G 507 ) about the bear making an appearance. She then came outside to see the trash laying around. She then made conversation with the neighbors about what happ
2434,09-Jun-13,-1,2013060906,Found bear 3132 with telemetry in Upper Pines West. Bear was tearing into a duffel bag full of dog food. Visitor forgot.
2451,13-Jun-13,-1,2013061355,Bear 3082 Yellow 76 and cubs obtained (seen) food from LYV campground and were then chased away from it in Lost Lake area. Toothpaste and apple hand sanitizer damaged.
2433,14-Jun-13,-1,2013061446,Second hand report from YC volunteers in Camp 6. White 3 obtained an entire picnic near parking area A at Camp 6. Visitors were afraid of the bear. Visitors attempted to yell at bear but she was undeterred. Shotgun round fired near bear but did not hit be
2460,14-Jun-13,0,2013061406,"Admin 21 reported house broken into in Ranger Camp. Bear broke through screen of unsecured back window. Both back windows were open and front door was open with food items strewn about outside and inside cabin. Bear obtained hot sauce, yogurt, multiple ty"
2449,15-Jun-13,0,2013062363,Bear Hotline report from unknown Camp Tawonga employee reporting a bear canister taken from a campsite at Snow Creek during a Camp Tawonga organized backpacking trip. No bear was seen but the canister went missing sometime around midnight. There was no is
2450,15-Jun-13,-1,2013062026,"Backpacker reported a bear in his camp early in the morning. Bear tried to make off with pack, then bit into water bottle. Bear then tried to break into bear canister but was unsuccessful. Visitor yelled and threw rocks at bear and it ran off."
2464,19-Jun-13,-1,2013062453,LYV SAR Intern reported to Gavin that visitor admitted to illegal food hang and bear obtaining bathroom materials from illegal food hang at Sunrise Creek camping area. I walked back to speak with visitors and they were away form their site. I left a warni
2511,19-Jun-13,0,2013062395,"The visitors woke up and their bear canister was gone. They later found their canister down the cliff, near the creek, without a lid and surrounded by food wrappers, etc. They could not locate the lid of the canister, and the body of the can was undamaged"
2509,20-Jun-13,0,2013062574,The visitors hid 2 bear canisters away from their campsite and when they woke up there was only one. They were unable to locate their canister but did find a different one in the river at the bottom of a small cliff that was sealed but waterlogged.
2465,21-Jun-13,0,2013062576,"Second hand report from a visitor that a bear entered a campsite and dragged two packs away that were left out. One of the packs contained food, the other pack was empty. The pack containing food reported as beef jerky."
2501,21-Jun-13,0,2013062572,"Bear pushed 6 bear cans into Snow Creek and off cliff east of North Dome. Four were retrieved, one was spotted, and one was not seen. All of the bear cans were not broken into, but water did get inside and ruin some food. Similar incidents occurred on Sat"
2523,22-Jun-13,0,2013081688,"On 6/22/13 my wife and I camped at Snow Creek at the site with a steel grill over fire pit, approximately 300 yards southeast of the footbridge. After dinner I set our bear canister 30 feet from the tent with a pot/pan on top as I had been warned by Wilde"
2480,22-Jun-13,-1,2013062575,"The bear got into toiletries that had been hung in a tree. Items damaged include toothpaste, sunscreen and some garbage as well."
2516,22-Jun-13,0,2013062573,"The visitors had 2 bear canisters. One was rolled down into their campsite and was still there in the morning, the other one was gone and they did not recover it."
2468,22-Jun-13,0,2013062207,"12 oz. bag or pretzels, 2 bags of chips, 2 apricots, part of a package of Thai noodles, and toiletries were found on scene. Bear broke into topper in pick up truck and opened tailgate."
2517,23-Jun-13,0,None,"Case number 2013-07-28-116. The bear pushed the canister into the creek and off of a small cliff. They could not locate their canister in the morning  but saw trash from inside of it. Items that were eaten from the canister include salami, cheese, peanut "
2486,25-Jun-13,0,2013070607,Woke at 21:00 6/25/13 to running sounds followed by a plastic volley noise. Hopped out of tent and did not see or hear the bear. The bear canister was missing.
2466,25-Jun-13,0,2013062533,Food was hanging because not enough room in canisters. PCT through hikers claim that they picked up extra food left by another hiker near Agnew Meadows. They then didn't have enough room for everything so they hung a bag which a bear obtained in the night
2463,27-Jun-13,-1,2013070611,"Unknown details, second hand report from a Tuolumne interpretation ranger. Visitors saw 'yellow 27' eating food out of a cooler at Glacier Point. No other descriptions of bear were given. Unknown how much food or what was eating. Bear hotline message."
2459,28-Jun-13,-1,2013062720,"Reported to Gavin at LYV on 6/30/13 that Y48 came into OB campground by Illilouette bridge. She knocked over bear canisters and sniffed at bathroom supplies. She did not obtain any food, however, visitors followed bear to its 'den' where they observed $25"
2522,29-Jun-13,-1,2013070609,Heard neighbors yelling for at least 15 minutes to scare the bear; about 15 minutes later it approached our campsite but went away almost immediately when yelled at. We later saw food wrappers scattered at the other people's campsite that looked like the 
2518,30-Jun-13,-1,2013070608,"The bear tore a pack in search of food. No other details given, unknown if food was present or obtained."
2500,01-Jul-13,-1,2013070606,"Messing with bear can 4 times, tore hole in backpack."
2498,01-Jul-13,0,2013070605,Bear canisters stolen by bear. Unknown if food was obtained. Canisters dragged/pushed into canyon and not recovered.
2467,01-Jul-13,0,2013070126,Bear went in the window of a RV and obtain food from fridge/cabinets.
2470,01-Jul-13,0,2013070104,"Bear attempted to gain access to resident's home via window in back door. Bear broke window, but did not gain access."
2485,02-Jul-13,0,2013080207,"We awoke to see our canister gone with our cook kit originally on top, remaining on two downed trees. We searched down creek and in woods, but couldn't find it. Two girls camped across creek from us reported chasing a bear twice during the night out of th"
2471,04-Jul-13,0,2013071563,Visitors reported losing their food to a bear at Vernon Lake. The bear obtained food from a backpack (which was damaged) 10 yards away from where the visitors were eating. The bear came back 10 minutes later and obtained the visitors dinner which they had
2469,05-Jul-13,-1,2013070675,"Bear half ran, half walked at a woman who was making sandwiches with her family. Woman was scared and abandoned her food. Park Ranger S. Spencer observed the bear, Yellow 48, eating the food and attempted to yell at the bear. The bear did not respond and "
2473,06-Jul-13,-1,2013071768,"""The bear was looking for canisters and walked through the meadow at 1am. At 3am we heard the camp across the creek whistle. Food was damaged by the water when the bear dropped the canister into the creek. The bear did not obtain any food. The night befor"
2530,07-Jul-13,-1,None,People saw Yellow 48 obtain a backpack from a visitor that had left it while going down to the river. Case number 2013:07:07:103
2462,07-Jul-13,-1,2013071580,Adrianne heard bear outside her tent early in the morning. She woke up and observed a large bear eating a candle. She yelled at the bear. The bear dropped the candle and ran away. Adrianne picked up the candle and stored it in the locker. 1/6 or the candl
2458,08-Jul-13,0,2013070808,Two cars had car doors opened by bear but not damaged. Other car belonged to a resident : Mary Clapp.
2499,11-Jul-13,-1,2013071767,"Scared it away twice. Third time bear snagged a canister and batted it away like a basketball. Only heard it, didn't get a good look third time. Container was stolen and pushed off cliff. Approximately $20 worth of food inside. Condition of food canister "
2455,12-Jul-13,-1,2013071315,"Bear obtained s'mores (chocolate, marshmallows, graham crackers) off picnic table. Visitors had back turned and were maybe 10 feet away. Bear 0968 was present in campground at the time of incident but visitor could not determine if bear had tags/collar. V"
2496,14-Jul-13,-1,2013071625,Unknown amount of food taken by bear out of backpack. Visitor (reporting) walked upon scene when it was happening. Unknown amount of food and type. Reporting visitor said it looked like a snack type food.
2457,14-Jul-13,-1,2013071581,Dispatched called with reports of an orange tagged bear that was bluff charging people off their food near the intersection of the John Muir Trail and the Mist Trail. I hiked up there and talked to around 30 people about what happened. All said that she g
2506,14-Jul-13,0,2013071569,"The bear threw the canister off the cliff, and it was not located. The food was stored properly in the canister. It is unknown if the canister broke at the bottom of the cliff and the bear obtained food. The canister contained oatmeal, emergen-C, coffee, "
2497,16-Jul-13,-1,2013072185,"The visitors in site 8 woke up to loud banging noises, and came out and saw a bear right next to them in the neighboring site (10). The bear had knocked over some Rubbermaid tubs of cookware, etc. and bitten/broken two cases of water bottles. It is unknow"
2495,16-Jul-13,0,2013071627,Found pack at side of trail with food/trash pulled out of it. Nothing but food garbage inside. Impounded at LYV.
2481,18-Jul-13,-1,2013080209,"Bear took black, rented bear canister out of a spot in the bushes around 1:40am. I got out and chased the bear away. I placed the canister deeper in the bushes. We were awake for another hour-hour and a half. We didn't hear it again, but in the morning it"
2477,18-Jul-13,-1,2013071802,Wildlife units responded to the alarm in North Pines and saw B53 sitting by a fire ring eating potatoes and food left on the grill and table as well as trash from the outside of the bear locker. He was chased out towards backpackers camp.
2551,19-Jul-13,0,2013110210,"We heard some noise in the night, I went to investigate and saw nothing, canisters were still there. In the morning one canister was gone, sauce pans that were on top were scattered everywhere. Canister was 25 feet from the tent before it disappeared. Sea"
2552,20-Jul-13,0,2013110211,Rolled canister but did not get food. Broke platypus and stove container. No food obtained.
2553,21-Jul-13,0,2013110212,"Bear took the entire container. Container had food and a small red dry bag, medium orange ditty sack, and red first aid kit."
2487,21-Jul-13,-1,2013072112,Visitor had gone to bed and stated that he thought he had put all items away. 874 and 880 responded to alarm and saw a bear eating a candle. They chased the bear away who was positively ID'ed as Blue 53.  This case # is 124.
2493,24-Jul-13,0,2013072815,Visitors heard something in their campsite at 03:30. The next morning they found a candle that had been bitten into but not consumed. They saw bear prints on the ground near where the candle had been damaged.
2531,25-Jul-13,-1,2013111032,"The bear canister was screwed closed but not past the locks on the lid. The canister was opened but not broken. The bear clawed through plastic bags and obtained food. Food eaten includes pancake mix, salami, power bars, Gu gel, crackers, and nuts."
2488,26-Jul-13,-1,2013072777,"Witnessed bear getting food from backpack. Visitors had a young child and as the bear approached, they were frightened and ran away. They left behind their backpack which the bear got a hold of, found food (sandwiches, 2, bag of chips.)"
2494,26-Jul-13,-1,2013072744,Bear reportedly dragged away backpack with deodorant inside. Backpack was retrieved- damaged. Sunrise Creek Campground.
2491,26-Jul-13,-1,2013072722,"Josh (resident) heard banging at the kitchen window from his bedroom. He went to investigate and he came to see two bear paws on the window sill. The window was already open, but the bear had ripped the screen off and was attempting to get in the kitchen."
2555,27-Jul-13,-1,2013110214,Tried to break into Bear Vault. Batted it about 35 meters down the hill. Had bear slobber all over it in morning. Smashed backpacker pot.
2554,27-Jul-13,-1,2013110213,Sow and cub approached camp after midnight. Sow waited while cub stood against tree and worked Ursack food bag. Food was obtained by both. Next morning a different medium brown adult bear was seen digging and picking around area where food had been. A sma
2519,28-Jul-13,0,None,"The bear bit a water bottle and attempted to get into a bear canister without success, but the water bottle was damaged. Case Number: 20130728-117"
2524,28-Jul-13,-1,2013072820,Victim heard bear getting into the canister at 01:00. She tried to scare the bear away but to no avail. She found the canister the next morning broken open by a bent lid.
2492,28-Jul-13,0,2013072810,"Some animal obtained food from an abandoned cooler next to the kiosk. Dave Wright found the food scattered and thought it was raccoons or ravens, but since food had been eaten he pulled a case number."
2556,29-Jul-13,0,2013110215,Friend left her plastic pack liner against a tree. Her clean pot was in the bag so possibly the bear smelled odors from that. It dragged the bag 15 feet but left when we scared it. There was a rip in the plastic pack liner.
2490,29-Jul-13,-1,2013072990,"Visitors awoke to use the restroom and saw a bear digging through their warm campfire ring. They had had s'mores earlier. Visitor found a half eaten citronella candle on the table, dirt on the table, and a paw print on the ground next to the table."
2489,30-Jul-13,-1,2013073004,"We arrived to a car alarm sounding and found bear 3520 on food. He saw us and kept eating for about two seconds until we started chasing him. The bear destroyed a small backpack and obtained mixed berries, peanut butter crackers, and maybe a bit of leftov"
2754,31-Jul-13,-1,2014112517,"Found via website. Posted on 7/31/2014. A JMT hiker decided to use an Ursack for most of the JMT because, ""it was much lighter and pack friendly, a pliable bag made out of military grade spectra, a 'bulletproof' material similar to Kevlar."" The visitor un"
2557,02-Aug-13,-1,2013110216,Bear entered housing unit through the kitchen side screen window which was reportedly open. The bear climbed in and out of the window at least two times. It took 3 people to yell and clap successfully to scare the bear away. No tags on the bear. It was de
2507,02-Aug-13,-1,2013081425,The bear was observed eating food out of an unattended backpack near the river. Visitors took pictures and scared the bear away. The photos clearly show it to be Yellow 50. The amount of food obtained is unclear. By one report the bear ate a couple of san
2564,06-Aug-13,-1,2013080624,Bear got into food locker. Campers insisted that locker was closed properly.
2571,08-Aug-13,-1,None,"A bear took a backpack at 2 am that had food in it that the visitor forgot inside. The bear dragged the pack up the hill. The visitor got the pack back with slight damage, the bear obtained brownies. Later the bear knocked over a couple of bear cans."
2525,08-Aug-13,-1,2013081315,The bear was standing on the side of the parking lot close to the entrance eating watermelon off the ground. Also present was a beer bottle and banana peel. Unknown origin of food. Bear obtained an unknown amount of the half-eaten watermelon. The bear was
2529,10-Aug-13,0,2013111033,"The residents heard a banging noise and then found bear paw prints on their glass door. In the morning there were prints on every ground floor window and on their vehicle, but there was no damage or food obtained. The next day they saw a bear walk by the "
2558,12-Aug-13,-1,2013110217,Bear got into food and trash hanging from a tree. Bear obtained eggs.
2512,13-Aug-13,-1,None,Group was going to bed and NPS wildlife employee Mbrown picked up 3825 O15 on telemetry strong and saw a bear lurking at the outskirts of camp. Waited by the canisters for a while until bear moved away and became inactive. Approx. 15 mins after Brown left
2528,13-Aug-13,-1,None,The resident was staying at the house and around 5am she heard a crashing noise. She ran to the kitchen and saw a bear's head in the window. She yelled at the bear and it slowly got down out of the window. She watched it slowly walk down off the porch and
2535,15-Aug-13,0,2013081505,"Bear broke window frame, tried to rip out back seat. DNC stables employee stated that they saw a large light colored bear with no tag around 0130 in camp. Heard horns around 0145 from bear damaged car."
2560,16-Aug-13,-1,2013110219,Bear stole two different canisters from neighbor's site and carried them into the woods but was unable to open either. Scared the bear both times and got both canisters back.
2534,16-Aug-13,-1,2013081797,The bear rolled their rented canister away and in the morning they found it with the lid opened and trash all over.
2533,17-Aug-13,-1,2013083143,"The bear was described as aggressive and stole food from visitors while they were cooking, getting within one to two meters of them. The visitors made noise but the bear did not leave. They backed away and let the bear eat their food before throwing rocks"
2526,17-Aug-13,-1,2013081708,Pulled into the trailer court with bear 2255 (Blue 69) very strong on telemetry. Pulled up to a dilapidated structure (Jim Sommers') residence. Building in poor shape. I took a shot and hit the bear with a bean bag. In the house was an open refrigerator w
2559,18-Aug-13,-1,2013110218,Bears came to the campsite 3 times. Bear obtained 2 cans of beef. Sow with 2 cubs. Victim scared the bear off each time. The cans of food were left out because they did not fit in the container.
2563,18-Aug-13,0,2013081919,"Something dragged one backpack from camp and destroyed it and its contents, an unopened freeze-dried food package."
2532,19-Aug-13,-1,2013081951,The resident was sleeping on the front porch when a bear started sniffing on the porch. The bear was startled and stepped on the woman's toe. She has a claw mark but did not need any first aid. She chased the bear off.
2565,20-Aug-13,-1,2013092343,Locker not fully latched. Bear obtained a box of cookies.
2536,21-Aug-13,-1,2013082161,"Observers saw bear breaking into car. Victim was not present. The bear broke drivers side window and there was glass inside and outside of the car. Bear obtained cookies and rice. Inside of the vehicle was damaged, but the remaining food was untouched. Ob"
2548,22-Aug-13,0,2013092342,"Visitor found a stuff sack on the trail behind the campground, near G loop. The stuff sack had been ripped open, Quinoa remained in the bag, unclear what items the bear obtained or whose stuff sack/ food it was. The reporting visitor was not the owner of "
2538,24-Aug-13,-1,2013092040,Window left 2 inches open. Bear broke out window and found bag of nuts in sack. Escaped with sack which was later recovered. Victim overlooked nuts in the car.
2645,28-Aug-13,0,2014062627,"Visitor did not see or hear bear, but had canister ""tied"" to tree with straps. Everything apparently stored properly but the canister disappeared."
2561,28-Aug-13,-1,2013110220,Bear entered camp and tore into one backpack. It also batted food canisters around.
2527,31-Aug-13,0,2013081424,"Ripped door off hinges, got into trash and energy bars, and cat food. Bear sat on bed and got stickers all over the only screen door. No solid door."
2568,02-Sep-13,0,2013090240,"Awoke at night from an impact to the side of the tent. Protas assumed it was a branch falling on the tent, but in the morning she observed claw marks and a hole in the tent. She did not observe the bear."
2539,07-Sep-13,-1,2013092244,Bear approached a group of men sitting in a circle eating their breakfast. Bear took bag of granola placed next to man (~2 feet away). Bear ran 15 feet off and ate food. Bear was hazed with paintball but returned 20 minutes later and attempted to get more
2537,08-Sep-13,0,2013090806,"Lima 2 arrived at the SAR cache around 06:45 to find a trash can knocked over with food and food trash scattered all around. A moldy loaf of bread had been partially consumed. The can was so full, it was unlikely ravens or raccoons could have tipped it ov"
2541,13-Sep-13,0,2013103111,"Climbers stashed water in a cooler at the base of Mt. Watkins. When they came down from their climb, the cooler was punctured by teeth and claws. They turned the cooler in to Valley Wilderness office."
2562,15-Sep-13,-1,2013110221,"Bear attempted to open canister for 15-20 minutes. Bear smashed canister onto the ground. The contents of the canister were damaged due to all of the smashing around, but the bear did not get inside. The bear returned and yelling and throwing pine cones h"
2570,16-Sep-13,0,2013091602,Bear broke into the back of a pickup. Resident cleaned up the mess themselves before LE arrived.
2547,20-Sep-13,-1,2013092011,"Called to Yellow Pines for report of a bear returning to site D 6 times during the morning. En route, saw bear 3131 (purple 2) cross Southside Drive at Yellow Pines where it almost got hit by vehicles. Camper in Yellow Pines site D had pictures of bear 31"
2569,21-Sep-13,0,2013092156,Vehicle parked in group site had the back driver's side window slightly rolled down. The vehicle contained tick-tacks and packets of mustard. Unknown if the bear obtained food items. Vehicle owner made damage report with Tango 21 also. Vehicle owner was o
2542,26-Sep-13,-1,2013103112,"Bear climbed up a hill and was next to us so we left our packs. As we were on the way to Nevada Falls, the bear was following us and took 3 bagels out of our pack."
2549,28-Sep-13,-1,2013092936,"Greg Coit drove up to a car and a bear was seen leaving the vehicle with food. The victim, Lisa Khan, called in and reported half a loaf of bread, half a bag of chips, and a jar of peanut butter consumed. There was no vehicle damage and no damage to packs"
2544,02-Oct-13,0,2013100202,Bear opened car door and ate food. Resident had just moved from Tuolumne so food was still in her car.
2545,19-Oct-13,-1,2013102004,Visitors called dispatch after 1 hour elapsed and described a yellow tagged bear that ate their picnic while they watched. They were able to subsequently scare it away. The number they gave was unreachable thus their was no firsthand report.
2540,21-Oct-13,-1,2013102744,"Date approximate. Second-hand report of a bear obtaining an energy bar from a pack that was left in a tent vestibule overnight. Bear was described as small, no other details. Visitor already left, reported by camp-mates."
2546,22-Oct-13,-1,2013110127,"Bear approached picnic area and took food. It took salmon, tortillas, dried fruit, chips, etc. The visitor scared it away."
2543,22-Oct-13,-1,2013102226,Bear obtained cat food and potting soil. Resident reported seeing a small bear (< 3ft at rump) while feeding his cat on his front porch every morning around 6 am. The bear has obtained the cat food multiple times while the resident was inside. When he not
2567,26-Oct-13,0,2013110308,Visitor backpacking to Snow Creek. Bear can placed 30-40 feet from tent overnight. In the morning it was missing. Visitors found a cup/mug w/ a screw lid that had been placed near the bear can but was clean and had been moved toward the cliff and the scre
2566,31-Oct-13,-1,2013110112,"Resident heard scratching and thumping outside her house and saw a sub adult-sized bear, the same bear she had seen multiple nights recently, standing on top of a swamp cooler trying to get acorns stashed in the siding of her house by woodpeckers. The bea"
2573,27-Nov-13,-1,2013112730,Bear was eating a bee trap when an employee walked by. The employee did not notice the bear under a bush until he was 10 feet away from the bear. The bear bluff charged to about 3 feet. The person yelled and backed off. The bear bluff charged two more tim
2574,19-Dec-13,-1,2013121923,"Visitors were cooking at picnic table with food out on top of their locker approximately 10-15 feet away. The bear came into/ on the edge of the campsite and took a loaf of bread and ran away with it when the visitors began to yell at it. UTL on bread, bu"
2575,28-Dec-13,-1,2013122831,Two bears approached a group of picnickers and were chased off enough for most food to be put away. 3132 returned and grabbed a bag of nuts that had been left behind when the visitors fled. I responded after V34 (J. Olson) had chased 3132 off. #510 remain
2577,29-Dec-13,-1,2013122919,"Bear obtained several pounds of nuts, orange peels, a banana, a pound of dried coconuts and many other miscellaneous items and a lot of trash. 3132 approached a busy picnic area with at least 50 people present. It walked towards a large group that had fin"
2670,03-Jan-14,-1,2014011211,"The bear got into the locker at site 118 that was closed incorrectly, and some food was left out on the picnic table. Other campers said they saw 3132 eating the food when they heard yelling."
2590,09-Jan-14,-1,2014010912,The visitors were sitting at their table with hot dog buns next to their locker approximately 5 feet away. The bear 3132 had been hanging out on the border of camp. It approached their site and took the bag of buns and walked off calmly. It then stayed ne
2668,11-Jan-14,0,2014011212,An unknown bear (no transmitter based on monitoring box data) obtained an entire locker full of food and the people in the site fled the campground in the middle of the night. Large amounts of food trash were strewn about the site. Bear obtained health na
2589,26-Jan-14,-1,2014012603,Visitors in site reported to Dave Hahn (V-22) about a bear getting their backpack last night. The bear ruined the pack.
2591,06-Apr-14,-1,2014040602,Ice chest left out. He said there was not enough space in locker. Occurred at 0230 hours.
2588,15-Apr-14,0,2014041629,Backpack was found ripped and scattered in the morning by R. Kirtland and impounded. Unknown if/ how much food was obtained. There was supposedly a GoPro in the pack that was not recovered (as reported to LE later upon impound release).
2597,23-Apr-14,0,2014062205,Found by A. Minich in the rear loop of Upper Pines. Looks like the bear obtained Capri Sun and bubble gum.
2601,02-May-14,-1,2014050202,Bear 3131 ripped a backpack containing granola bar wrappers and Ziploc bags. One may have had some cashews left in it.
2586,06-May-14,-1,2014050642,"2 people standing by table full of food. Bear approached, startling the people who backed away. Bear consumed an entire bag of chips."
