IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
2255,2012-06-07,,Camp 4 Parking,,Yosemite Valley,Improper food storage,"Observed Toyota in camp 4 parking lot with damaged window. Plastic bag with food residue found outside car. Large amount of camping/climbing supplies in back seat of car. I found no food in back seat, only plastic bag outside. I located the owner of the vehicle, Mike Schmit, who told me he put all of his food in a bear box. Schmit was unaware that he left a plastic baggie containing garlic inside his car. The driver side rear window frame was bent and the glass shattered. The bear attempted to pull the rear passenger window frame, bending the frame slightly. Glass was not broken.",17,1500
2256,2012-06-07,21:45:00,Lower Pines Campground,Site 53,Yosemite Valley,Food Conditioned Behavior,"Visitors were cooking dinner and were within feet of their bear locker, when 2394 entered behind them and snatched a bag of lemons. Visitors described that the bear was silent and ""very sneaky"". She ran off when they yelled.",18,5
2257,2012-06-09,1:13:00,Camp 4 Parking,,Yosemite Valley,Improper food storage,"Bear's head was sticking out window as soon as I hazed (yelled) she ran away. About 20 min. later, she came back around, but behind us near Yosemite Lodge.",17,250
2258,2012-06-06,,Camp 4 Parking,,Yosemite Valley,Unknown,"Hertz rental car broken in to. No visible attractants, only luggage present in the vehicle. Both of the door frames on the right side are bent. The left rear door frame is severely bent and the window is broken. The incident occurred between 00:00 and 01:45.",17,800
2258,2012-06-06,,Camp 4 Parking,,Yosemite Valley,Unknown,"Hertz rental car broken in to. No visible attractants, only luggage present in the vehicle. Both of the door frames on the right side are bent. The left rear door frame is severely bent and the window is broken. The incident occurred between 00:00 and 01:45.",16,65
2261,2012-06-11,,Wilderness Parking Lot,,Yosemite Valley,Unknown,"Alamo rental vehicle right rear passenger window frame ripped open, pulled off rubber stripping, glass inside and out. Doors locked. Car parked at 21:00. Middle seat had a gym bag, book bag, books, maps, clothing, and a towel. The head rest was torn out half way. Paw print on the back seat/ The back area had 2 empty bear canisters, water jugs, and empty plastic bags. Prints all over the car as well as the car next to it, and several others in the parking area. Pictures taken by J. Hoeflich and sent to desk office.",17,1000
2263,2012-06-11,21:30:00,Upper Pines Campground,Site 174,Yosemite Valley,Improper food storage,Visitors 20' away from open bear box.,18,5
2264,2012-06-10,7:30:00,Half Dome Trail,JMT Half Dome intersection. 100m up HIL.,Wilderness,Improper storage of a bear attractant,Left bear cans in pack on Half Dome Trail. Bear dug through 4 packs and took one pack. Bear seen with pack 0600. Group got back to packs at 0800. Bear damaged Ice Hot and sunscreen.,12,200
2264,2012-06-10,7:30:00,Half Dome Trail,JMT Half Dome intersection. 100m up HIL.,Wilderness,Improper storage of a bear attractant,Left bear cans in pack on Half Dome Trail. Bear dug through 4 packs and took one pack. Bear seen with pack 0600. Group got back to packs at 0800. Bear damaged Ice Hot and sunscreen.,19,1
2265,2012-06-18,1:20:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,"Yellow warning left on vehicle at 12:30am 6/18/12. 12 backpacks (bags and packs) left in vehicle. Chevy suburban w/5 occupants arrived wilderness parking on 6/17/12. Received conflicting directions to north pines backpackers camp and wound up at mirror lake. Returned to their vehicle at 1900 hrs. and squatted w/3 tents behind space #106 in upper pines/ Left in their vehicle were 6 backpacks and 6 duffel bags stuffed full. Food left in plain sight including 2 liter bottles of soda. Warning was left at 0020hrs on 6/18/12. Desk officers discovered break-in at 0720 hrs. on 6/18/12. T-1 initially assisted, H22 arrived at 0940hrs to follow up and cite as determined.",17,2000
2265,2012-06-18,1:20:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,"Yellow warning left on vehicle at 12:30am 6/18/12. 12 backpacks (bags and packs) left in vehicle. Chevy suburban w/5 occupants arrived wilderness parking on 6/17/12. Received conflicting directions to north pines backpackers camp and wound up at mirror lake. Returned to their vehicle at 1900 hrs. and squatted w/3 tents behind space #106 in upper pines/ Left in their vehicle were 6 backpacks and 6 duffel bags stuffed full. Food left in plain sight including 2 liter bottles of soda. Warning was left at 0020hrs on 6/18/12. Desk officers discovered break-in at 0720 hrs. on 6/18/12. T-1 initially assisted, H22 arrived at 0940hrs to follow up and cite as determined.",18,100
2266,2012-06-21,,Upper Pines Campground,Site 167,Yosemite Valley,Improper food storage,"While spotlighting upper pines, saw a left out bear (?) in site. Upon further inspection, found a camelback pack that had been torn into and damaged by a bear. Pack was found w/ trail mix and granola bar wrappers left out in truck bed. The visitor was up and stated that no other food was in the pack (that was damaged). There were also potatoes, sodas, beer, and a cooler with drinks left in the truck bed. There were 2 other packs in the truck bed that were not damaged and the visitor was unsure if they contained food. Visitor was unsure if any other food items were missing from the truck bed, so it is unknown if the bear acquired food (the wrappers were garbage items). No bear was observed, but 2394 was previously in camp and close by on telemetry.",12,25
2267,2012-06-29,20:00:00,Camp 4 Campground,Boulders behind C4.,Yosemite Valley,Unknown,Was tracking 2394 in boulder field behind camp 4 and found a grocery bag with 6-10 torn open cliff bar wrappers and soy sauce. There was bear scat next to the bag that seemed relatively fresh. I picked up the garbage and threw it out.,18,50
2268,2012-06-25,,Wilderness Parking Lot,,Yosemite Valley,Unknown,Group had parked their vehicle in the wilderness parking lot and were staying in backpackers camp. They said the car was completely clean with no food or scented items and I totally believe them. Bear broke front passenger window and ripped apart the back seat and ate half of a trail map. No food was obtained.,17,1200
2269,2012-06-26,,Curry Orchard Lot,100 yards N. of kiosk in the second row.,Yosemite Valley,Improper storage of a bear attractant,At approx. 1715 hrs. on 6/26 I observed a broken out rear window in a sienna van parked in the curry orchard lot. Bear prints in the dust on the R. Middle window. Vehicle contained several child booster seats and unopened water bottles and a container of baby wipes. NFA,17,500
2270,2012-06-29,11:45:00,El Capitan - Base,Heart ledges area.,Yosemite Valley,Improper food storage,"2 climbers hiking up the base came upon a medium sized bear with a white tag rummaging through property at the base of heart ledges at El Cap. They yelled and threw rocks at the bear and it ran away. Soon a cub returned to the scene and they scared it away. I arrived and noticed a few bits of trail mix, a fork with sardine remnants on it. Spilled salt, and odors. I searched the equipment and found lots of toiletries and 5 or 6 tea bags as well as a slobbery vitamin gel packet. Other supplements were found as well. I awaited the owners return and gave then a warning.",18,15
2271,2012-06-28,1:00:00,John Muir Trail above LYV,0.25 miles from the JMT and Half Dome junction.,Wilderness,Improper food storage,Bear came within 60-70 ft. of tents and went through all of the bear canisters. The bear found 1 that was not closed completely even though the group said they checked them all and thought they were all good. The visitors only saw the bear's shadow.,18,50
2271,2012-06-28,1:00:00,John Muir Trail above LYV,0.25 miles from the JMT and Half Dome junction.,Wilderness,Improper food storage,Bear came within 60-70 ft. of tents and went through all of the bear canisters. The bear found 1 that was not closed completely even though the group said they checked them all and thought they were all good. The visitors only saw the bear's shadow.,19,70
2272,2012-07-02,,Camp 4 Parking,,Yosemite Valley,Improper food storage,"Visitor had an empty can of pringles and a bag of coffee inside the vehicle. The bear broke the front, left glass window and left a few scratch marks on the inside weather strip. Bear obtained garbage only according to the victims. However, a warning had been left on the car prior to the break-in by M. Brown and was marked for food, drinks, and trash.",17,200
2273,2012-07-06,,Bridalveil Straight,,Yosemite Valley,Improper food storage,Entry gained through right front passenger window. Damage to window and frame. Food present. Bear may have been scared away by traffic or persons present. Vehicle parked along side of traffic lane.,17,500
2274,2012-07-08,,Backpackers Camp - Valley,Site #1,Yosemite Valley,Improper storage of a bear attractant,Camper was away from campsite. She thinks she spilled food on the pack that the bear chewed on and ripped into. Campers yelled at the bear and it ran away. The incident occurred between 1200 and 1600 hrs.,12,30
2275,2012-07-12,1:00:00,Upper Pines Campground,Site #90,Yosemite Valley,Improper storage of a bear attractant,Bear peeled back molding on door. Campers in 92 yelled at the bear and it took off. Soda can present in vehicle.,17,50
2276,2012-07-13,,Camp 4 Parking,,Yosemite Valley,Food Conditioned Behavior,Victim stated that there was no food stored in the vehicle. Desk officer did not observe any food or wrappers in vehicle. Driver window busted out and door frame separated. Victim sais he heard his alarm go off at 02:30 am. When he got to his car the bear had left.,17,1500
2277,2012-07-16,2:50:00,Upper Pines Campground,Site #3,Yosemite Valley,Improper food storage,"While tracking 2394 in U. Pines found bear on food. Bear for into cooler that visitor claims was inside locker. Visitor stated that locker may have not been properly latched, Bear got 2 containers of yogurt and half of a bag of marshmallows. There was a lot of other food in the cooler but we scared her away before she could eat mote. We hazed her away from camp and warned visitor that she may return to their site. We showed the visitor how to properly latch their locker.",18,10
2278,2012-07-18,6:30:00,Southside Drive,Turnout west of El Cap Cross.,Yosemite Valley,Improper food storage,"I received a call from dispatch regarding a bear inside a vehicle at the el cap cross. When I arrived, I saw a large medium to dark brown bear standing at the rear of the Toyota truck removing food from the camper. I honked the car's horn and the bear ran away. The bear forced open the rear glass lift door to the camper shell to open the door. The latches and weather stripping were damaged. A large amount of food was inside the camper including tortillas, avocados, onions, tomatoes, pasta, energy bars. The vehicle was impounded. Bear returned to area and waited on a log for us to leave. Food was also inside locked cab.",17,100
2278,2012-07-18,6:30:00,Southside Drive,Turnout west of El Cap Cross.,Yosemite Valley,Improper food storage,"I received a call from dispatch regarding a bear inside a vehicle at the el cap cross. When I arrived, I saw a large medium to dark brown bear standing at the rear of the Toyota truck removing food from the camper. I honked the car's horn and the bear ran away. The bear forced open the rear glass lift door to the camper shell to open the door. The latches and weather stripping were damaged. A large amount of food was inside the camper including tortillas, avocados, onions, tomatoes, pasta, energy bars. The vehicle was impounded. Bear returned to area and waited on a log for us to leave. Food was also inside locked cab.",18,20
2279,2012-07-26,21:30:00,North Pines Campground,,Yosemite Valley,Unknown,"We tracked 2394 into North Pines and found her behind the campground and behind the stables eating blueberries. Next to the open container of blueberries was more food: energy bars, trail mix, and dried fruit. We chased the bear off the food. Multiple visitors reported seeing the bear run through their sites, but nobody would admit to their food being taken. We didn't actually see the food taken, only the bear eating it in the woods.",18,15
2280,2012-07-19,,Lower Pines Campground,Near the first bathroom,Yosemite Valley,Food Conditioned Behavior,"People preparing food and a bear went between two people and grabbed a bag of chips and ran away with it. Second hand report through Dennis of B&G, limited details.",18,5
2281,2012-07-21,21:11:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,"We were tracking Y31 on the Happy Isles road and then on foot behind Curry. We arrived at the Wilderness lot to see Y31 running away from a yellow Toyota truck. The truck bed was full of empty beer cans and an ice chest of hot dogs, possibly missing food. The cab of the truck contained many food items including bread, onions, spices. There was a bag of dog food and ketchup and barbeque sauce in the truck bed as well. We scared Y31 out of the area.",18,10
2282,2012-07-21,,Bridalveil Falls Parking Lot,,Yosemite Valley,Improper food storage,"Bear had broken out the left, rear window and entered through that window. An empty corn chip bag was located on the floor in the rear passenger area. The bear had torn the headrests off attempting to get to a blue Rubbermaid style storage container located in the rear storage area. Unknown contents of the storage container. The corner of the container torn out but full entry was not made. A full orange/ gray backpack, a mac laptop and notebook were removed for safekeeping.",17,850
2283,2012-07-22,1:44:00,Curry Orchard Lot,,Yosemite Valley,Improper food storage,"Housekeeping hosts came up on bear getting into the back of a truck, upon which the bear ran away. Dave (326) responded first. The bear had dragged various items (avocado, garlic, wasabi, fruit salad, trail mix) into the forest. Many items had been thrown out of the camper shell outside the truck (crash pad, toiletries, papers, clothes, etc.) The bear gained entry through the camper shell door, which was unlocked. Y31 was strong on telemetry, we had just chased her from lower pines 5 minutes prior to getting called to the orchard lot.",18,20
2287,2012-07-15,2:00:00,Young Lakes,North shore of Lower Young Lakes.,Wilderness,Unknown,"Bear took backpack away from campsite and was getting into it. When confronted with flashlights and noises, bear dropped pack and left. There was no food in the backpack. All food and garbage was stored in bear cans. However, hiker had put away dishes, silverware, cup, and a napkin that served to wipe dishes (after washing with water and camp soap) in the backpack.",12,10
2288,2012-07-16,4:00:00,Lost Lake,,Wilderness,Improper food storage,"Hikers saw a dark bear in the night. The following morning, their plastic bag was found ripped open. The bag had chewing gum in it, which the hikers had forgotten to take out. The bear did not eat the gum.",18,2
2294,2012-07-29,21:30:00,El Portal - Old,9716 Manzanita Lane.,El Portal,Food Conditioned Behavior,Food was stored in residence. Resident heard screen on window on hard sided door get popped off. Resident turned on outside light and saw a large dark bear run away. Window on door was slightly cracked and adjacent room had a pantry and cat food inside. Door was secure. Resident stated she will ensure windows are all properly secured at night. Bear did not enter building and did not obtain any food/scented items. Resident could not determine if bear had any tags. Wildlife responded and checked telemetry but did not pick up/observe any bears.,20,0
2295,2012-07-31,5:30:00,Young Lakes,Between Middle and Lower Young Lakes.,Wilderness,Improper food storage,"Troop of boy scouts couldn't fit all their food into their 14 bear canisters, so they hung two stuff sacks with food from a tree. The bear climbed the tree and dragged the food down and ate it. There was approximately 5 to 10 pounds of food. Troop leader got a mandatory appearance citation.",18,30
2296,2012-07-31,,Yosemite Lodge Parking,Tour bus parking lot,Yosemite Valley,Improper storage of a bear attractant,Van passenger window and frame was destroyed. Possible bear entry through opening. Short brown hair on arm rest. No interior damage was observed. No food observed inside vehicle. Small plastic bag on passenger floorboard untouched - unknown contents. There was a child seat on second seat - driver side. Several large paw marks on that window.,17,1800
2297,2012-08-01,2:24:00,Lower Pines Campground,Site 32,Yosemite Valley,Improper food storage,"Visitor heard bear eating food out of locker. They shone their light and saw a bear running off with an amount of Oreo cookies. There was bear slobber on the ground next to the locker. 2394 was strong on telemetry, we had been chasing her around the Pines for a while.",18,5
2299,2012-08-07,0:45:00,Backpackers Camp - Valley,OB campers - not registered,Yosemite Valley,Improper food storage,"A visitor reported seeing a bear run north out of backpackers with a pack. Wildlife arrived and found a small pack about 50 feet from its owner, full of food but still zipped up and un-damaged. A second pack, nearby, was damaged and contained a bear canister. The bear only damaged the larger pack. Unknown if food was obtained as the pack owners couldn't remember if any loose items were with the larger pack.",12,70
2301,2012-08-05,,El Portal Community Hall,Dumpster by the fire station.,El Portal,Improper garbage disposal,"Fire guys in El Portal reported a bear in a dumpster that was unclipped. V26 and H11 arrived first, but the bear had gotten itself out. H11 said the bear was tagged, unknown color/ear. He said it was a different bear than the larger, untagged bear he has seen in that area.",20,0
2302,2012-08-05,1:00:00,Upper Pines Campground,,Yosemite Valley,Food Conditioned Behavior,"Visitors left out an empty pizza box. Bear took pizza box, but dropped it. Visitors shouted and scared bear away. Pizza box was approximately 6 feet away from where the group was sitting. They said they knew it had to be within arms reach, but probably misjudged what that meant.",20,0
2303,2012-08-10,20:25:00,Upper Pines Campground,Site 176,Yosemite Valley,Unknown,Dispatch called in visitor reporting a bear in Upper Pines #177. 326 was in the area and responded and spotted yellow 31. He chased her and got food back but she did manage to eat half of it (bag of peanut butter cups minis).,18,2
2304,2012-08-12,23:20:00,Upper Pines Campground,Site 31,Yosemite Valley,Walked away for short time,Visitors were putting food into locker and bear snuck into and stole food from the locker. She took the food to the edge of the campground and began to eat. She was able to eat a full bag of cereal until 877 and 878 were able to haze her out. As she ran away she grabbed another bag but dropped it a little while after.,18,10
2305,2012-08-10,20:40:00,Upper Pines Campground,Site 207,Yosemite Valley,Unknown,"326 was talking to visitors from earlier case # 2931 and getting info when he heard pots and pans and yelling. 326 ran towards the sounds and yellow 31 was running from site 207 with a bag in her mouth. 326 chased her about 150yards into woods and she dropped the food and tried to pick it back up but only got a bag of trail mix. 326 grabbed the damaged bag of food while still chasing 2394 and she went up a tree, waited, she came down and ate her snack and as 326 ran at her, she did not move. 326 tried to throw some rocks at her and hit her with them but she did not move. When she finished eating the food she finally left.",18,10
2306,2012-08-15,22:35:00,Lower Pines Campground,Site 1,Yosemite Valley,Food Conditioned Behavior,Visitor was at open locker with food on top of locker. Bear approached locker from other side and grabbed buns. She was chased away.,18,2
2307,2012-08-13,22:00:00,North Pines Campground,Site 520,Yosemite Valley,Food Conditioned Behavior,Visitors opened locker and were pulling food out when the bear came up behind her and pulled a bag of groceries out of the visitors' hand. Within one foot of visitors. Bear ran towards Clark's bridge and ate the food.,18,5
2308,2012-08-17,0:30:00,North Pines Campground,Site 113,Yosemite Valley,Food Conditioned Behavior,"Visitors noticed bear 2394 come into their site and started banging bottles together to scare the bear away. When the bear did not move, they sprayed bear mace first from 15 feet and then closer, hitting the bear. The bear did not react. The visitors started yelling at the bear. Finally 326 arrived and effectively chased the bear out of the site and campground.",20,0
2309,2012-08-15,20:20:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,Peaches and trail mix inside vehicle. Bear popped open camper shell and was sitting by truck eating. Trust chased her away.,18,5
2310,2012-08-11,,North Pines Campground,Site 526,Yosemite Valley,Improper food storage,Food was stored in bear locker but the locker was improperly latched. We saw the bear with a bag in it's mouth and chased it off. Bear obtained 1/2 a loaf of bread and 1/4 bag of marshmallows.,18,10
2311,2012-08-09,22:00:00,Camp 4 Campground,Site 34D,Yosemite Valley,Food Conditioned Behavior,"Visitors in site 34D were cooking when they noticed a bear a few feet away grabbing a small bag of tortillas that were within arm's reach. The visitors yelled at the bear and it ran away. They described the bear as having a yellow tag, left ear, being small and looking ""mangy"".",18,5
2312,2012-08-11,21:20:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,Visitors were sitting about 6-10 feet away from their vehicle on top of which two packs were sitting. A bear came up and grabbed 2 packs on the roof. The bear dropped one pack and took another containing multiple Cliff bars and sandwiches. Deanna and Sam tracked yellow 31 and scared her off the pack.,18,20
2312,2012-08-11,21:20:00,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,Visitors were sitting about 6-10 feet away from their vehicle on top of which two packs were sitting. A bear came up and grabbed 2 packs on the roof. The bear dropped one pack and took another containing multiple Cliff bars and sandwiches. Deanna and Sam tracked yellow 31 and scared her off the pack.,12,60
2313,2012-08-06,23:00:00,Upper Pines Campground,Site 100,Yosemite Valley,Walked away for short time,Visitor went to the bathroom and 2394 grabbed a soft-sided cooler containing one full beer and one empty beer. She dropped it before she got anything. Hotel 11 chased her out and retrieved the cooler. The people didn't realize anything was in the cooler when they left it out.,20,0
2315,2012-08-03,22:00:00,Tuolumne Campground,Tuolumne Campground group camp,Tuolumne Meadows,Food Conditioned Behavior,"Visitor was standing next to the side of their open locker. He looked down and saw a bear in the locker. He instinctively grabbed for the bag the bear had in its mouth. The two played tug of war with it for a few seconds, then the visitor dropped it. The visitor said it was a bag that contained no food. The bag was retrieved from the woods.",20,0
2316,2012-07-31,,Tuolumne Campground,Horse Camp,Tuolumne Meadows,Unknown,Second hand report of a bear obtaining chips from Horse Camp.,18,5
2317,2012-07-31,3:00:00,Lyell Canyon,Donahue Pass,Wilderness,Improper food storage,"Visitor accidentally left a Cliff Bar out of their bear canister, apparently in their backpack. The bear dragged the backpack uphill and ate the cliff bar.",18,2
2318,2012-07-20,3:00:00,John Muir Trail above LYV,Sunrise Creek Jct,Wilderness,Improper food storage,A bear came into the campsite and broke into an improperly closed carbon fiber canister. The bear was able to eat a bag of trail mix before it was scared away. Initial verbal yells and rocks did not phase the bear. After screaming loudly the bear ran away. The visitor was contacted and disclosed that only one of three clasps on the canister were latched properly. The bear pried the top off and sheared the single closed clasp to obtain the food. The canister was not smashed.,13,200
2318,2012-07-20,3:00:00,John Muir Trail above LYV,Sunrise Creek Jct,Wilderness,Improper food storage,A bear came into the campsite and broke into an improperly closed carbon fiber canister. The bear was able to eat a bag of trail mix before it was scared away. Initial verbal yells and rocks did not phase the bear. After screaming loudly the bear ran away. The visitor was contacted and disclosed that only one of three clasps on the canister were latched properly. The bear pried the top off and sheared the single closed clasp to obtain the food. The canister was not smashed.,18,5
2319,2012-08-11,,Happy Isles A-Frame,,Yosemite Valley,Food Conditioned Behavior,Shingles were ripped off the right side of the Happy Isles A-frame.,15,50
2320,2012-08-09,,Camp 4 Parking,,Yosemite Valley,Unknown,Passenger rear door glass was broken out of the vehicle. There was no sign of complete entry. No food was observed inside the vehicle. The contents inside the vehicle appeared to be undisturbed.,17,300
2321,2012-08-09,23:20:00,Camp 6 Parking,,Yosemite Valley,Improper food storage,"A YTS bus driver called dispatch who dispatched Wildlife to Camp 6. We arrived to find the reporting party who told us she saw an orange tagged bear break in, rip apart, and jump out of the white sedan. The owners of the vehicle were OB camping nearby with food also hanging in a tree near where they were sleeping by the river. The bear apparently smelled food located in the trunk. The backseat was ripped apart to allow access to the trunk. Their were multiple boxes of food in the trunk. Pickles were strewn about outside the vehicle. The owners were clueless about all aspects of food storage and park regulations.",17,1600
2321,2012-08-09,23:20:00,Camp 6 Parking,,Yosemite Valley,Improper food storage,"A YTS bus driver called dispatch who dispatched Wildlife to Camp 6. We arrived to find the reporting party who told us she saw an orange tagged bear break in, rip apart, and jump out of the white sedan. The owners of the vehicle were OB camping nearby with food also hanging in a tree near where they were sleeping by the river. The bear apparently smelled food located in the trunk. The backseat was ripped apart to allow access to the trunk. Their were multiple boxes of food in the trunk. Pickles were strewn about outside the vehicle. The owners were clueless about all aspects of food storage and park regulations.",18,10
2321,2012-08-09,23:20:00,Camp 6 Parking,,Yosemite Valley,Improper food storage,"A YTS bus driver called dispatch who dispatched Wildlife to Camp 6. We arrived to find the reporting party who told us she saw an orange tagged bear break in, rip apart, and jump out of the white sedan. The owners of the vehicle were OB camping nearby with food also hanging in a tree near where they were sleeping by the river. The bear apparently smelled food located in the trunk. The backseat was ripped apart to allow access to the trunk. Their were multiple boxes of food in the trunk. Pickles were strewn about outside the vehicle. The owners were clueless about all aspects of food storage and park regulations.",19,20
2322,2012-08-10,,Glacier Point Parking,,Glacier Point,Improper food storage,Food was stored in a box in the back of the visitor's SUV. The bear broke into the right passenger window and pulled some food out. Another visitor witnessed the bear exiting the vehicle around 07:30. The vehicle was from Camp Towanga. The bear obtained risotto and fruit. Two cubs were seen nearby but not in the vehicle.,17,200
2322,2012-08-10,,Glacier Point Parking,,Glacier Point,Improper food storage,Food was stored in a box in the back of the visitor's SUV. The bear broke into the right passenger window and pulled some food out. Another visitor witnessed the bear exiting the vehicle around 07:30. The vehicle was from Camp Towanga. The bear obtained risotto and fruit. Two cubs were seen nearby but not in the vehicle.,18,5
2323,2012-08-10,22:00:00,Tuolumne Campground,Horse camp #4,Tuolumne Meadows,Food Conditioned Behavior,"A ""pound plus"" chocolate bar from Trader Joes was left out on the table 6 feet from the visitors. About 1/4 of the bar was eaten.",18,5
2324,2012-08-05,21:35:00,Tuolumne Campground,G20,Tuolumne Meadows,Improper storage of a bear attractant,"Trash and odors were present in the campsite. The bear approached and when yelling didn’t work, the visitors backed off and the bear may have gotten some trash. D. Quinn and L. Fanucchi chased the bear away shortly thereafter.",20,0
2325,2012-08-06,,Tuolumne Campground,Search and Rescue site,Tuolumne Meadows,Unknown,The bear took a backpack from the SAR site while they were near the pack. The details of what was in the pack are unknown.,12,20
2326,2012-08-10,,Tuolumne Campground,C68,Tuolumne Meadows,Improper food storage,The bear came into the campsite and obtained an 8-pack of hot dogs and a pack of sandwich turkey. Visitors yelled but the bear did not move. Visitors threw rocks and the bear ran away. The bear returned at 03:00 the next morning and obtained half of a 16 ounce bottle of Pepsi.,18,8
2327,2012-08-10,22:00:00,Lower Pines Campground,Site 29,Yosemite Valley,Visitors afraid of bear,A yellow tagged bear approached visitors as they were grabbing food from their locker. They were afraid and backed away. The bear then grabbed a bag of Lays potato chips and ran into the woods.,18,4
2328,2012-08-10,22:30:00,Lower Pines Campground,Site 33,Yosemite Valley,Improper food storage,"Visitors opened their locker to get something, left it open, and returned to their picnic table. Within seconds the bear was at their campsite eating out of their food locker. They yelled and the bear grabbed a bag of food and took off.",18,50
2329,2012-08-04,22:50:00,Lower Pines Campground,Site 3,Yosemite Valley,Improper food storage,Campground Ranger D. Wright responded to an alarm in Lower Pines and tried to locate the bear but was unable to. Lower pines site 3 had not latched their locker correctly. The details of what the bear obtained are unclear.,18,10
2330,2012-08-10,3:15:00,North Pines Campground,Site 501,Yosemite Valley,Unknown,Campground Ranger D. Wright obtained a second hand report of a bear obtaining food in an adjacent site to the reporting party. The visitors in site 503 chased a yellow tagged bear out of site 501 after they saw it getting food.,18,20
2331,2012-08-14,,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,"Found bear break-in while patrolling wilderness lot. Ice chest removed from back seat. Ice chest contained orange juice, Kool-Aid, cliff bars, candy bard, deli meat, dried fruit, cheese, and mustard, all eaten by the bear. Rear diver window frame pulled down by bear, which broke the window. Back-county permit# 17287 to Lewis Morgan. Ranger Price placed a warning on the window on 8/13 at 21:15 for ice chest. Ranger Drawert issued citation for improper food storage on 8/13 at 12:42 am. Impounded food and valuables.",18,25
2331,2012-08-14,,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,"Found bear break-in while patrolling wilderness lot. Ice chest removed from back seat. Ice chest contained orange juice, Kool-Aid, cliff bars, candy bard, deli meat, dried fruit, cheese, and mustard, all eaten by the bear. Rear diver window frame pulled down by bear, which broke the window. Back-county permit# 17287 to Lewis Morgan. Ranger Price placed a warning on the window on 8/13 at 21:15 for ice chest. Ranger Drawert issued citation for improper food storage on 8/13 at 12:42 am. Impounded food and valuables.",17,1000
2332,2012-08-18,,Foresta - Residential,6471 Foresta Road,Big Oak Flat,Food Conditioned Behavior,"Resident informed our office that a bear attempted to gain entry into his residence. The bear pried the screen door off the wooden door- completely destroying it, bear did not gain entry or obtain food from residence. Resident was not home at the time of incident, but said it was between 3:30 and 17:30 on 8/18/2012. Informed resident that our office would follow up and alert his neighbors to the incident. Took pictures of door on 875's iPhone. Bear #3520 was active and moderate on telemetry, just east of Foresta Road.",19,160
2333,2012-08-15,,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,I was on bear patrol- found Sedona with broken rear window. The window appeared to be closed instead of vented. Three zip-lock bags were lying outside of the van. The bags were ripped open and emptied. I don't know what kind of food was inside the bags. Wilderness permit in window #17360. Last name- Roupe.,17,1000
2333,2012-08-15,,Wilderness Parking Lot,,Yosemite Valley,Improper food storage,I was on bear patrol- found Sedona with broken rear window. The window appeared to be closed instead of vented. Three zip-lock bags were lying outside of the van. The bags were ripped open and emptied. I don't know what kind of food was inside the bags. Wilderness permit in window #17360. Last name- Roupe.,18,10
2335,2012-08-15,,Upper Pines Campground,#180,Yosemite Valley,Improper food storage,"Open locker containing ice chest, food, packs, and trash. Items were scattered throughout campsite and area. All food was consumed except for some sliced cheese in individual wrappers. I woke up tenants and had them clean mess and gave warning. They said a lot of fruit was eaten along with shredded cheese, jerky, and cookies. Thompson said he thinks he did not properly secure bear box.",15,30
2336,2012-08-16,,El Capitan Straight/Cross,Meadows,Yosemite Valley,Improper food storage,Victim returned to her motorcycle and found the leather saddle bag torn open. Only food item (banana peel) had been removed. The peel was lying on the ground next to the motorcycle.,19,300
2337,2012-08-18,,Wilderness Parking Lot,,Yosemite Valley,Improper storage of a bear attractant,Front passenger window broken out- no interior damage. Empty Luna Bar wrapper and empty orange juice bottle on front passenger floor board.,17,200
2338,2012-08-17,,Yosemite Lodge Parking,tour bus parking lot A,Yosemite Valley,Improper storage of a bear attractant,"Left rear window smashed out. Clear 1 gallon empty zip lock bag with what appears to be peanut butter smears was found on pavement outside of vehicle. Bag had been torn open, no other food present.",17,200
2339,2012-08-15,22:30:00,Tuolumne Campground,,Tuolumne Meadows,Unknown,"Visitor had unpacked his food and went back to the car for his tent and the bear was inside his open passenger door. The visitor came around the side of the car and then noticed the bear about 1-2 feet from him- he gave a startled yell and the bear ran, stepping on his foot. There was no food in the vehicle and there was no damage.",20,0
2341,2012-08-15,12:15:00,Tuolumne Campground,Horse camp #3,Tuolumne Meadows,Improper food storage,Horse grains were left out in 3 barrels as well as a large cooler filled with soda and a watermelon. The bear obtained food from one of the 3 barrels.,18,20
2342,2012-08-24,22:00:00,Other/Wilderness,California Falls near Glen Aulin,Wilderness,Unknown,"1. Bear teeth exactly ripped top latches, opened container (Bear Vault solo) pictures taken by ranger. 2. Failed to open BV 500.",18,40
2342,2012-08-24,22:00:00,Other/Wilderness,California Falls near Glen Aulin,Wilderness,Unknown,"1. Bear teeth exactly ripped top latches, opened container (Bear Vault solo) pictures taken by ranger. 2. Failed to open BV 500.",19,60
