"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-09",,,,,"0",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.0",",,0,30,+",,,,,,,"0.0",",,,0","0",",,,0",,,,,,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-10",,,"0.0",",0","14",",0","10",",0","0",",0","0",",0","0",",0","4",",0","0",",0","8",",0","0",",0","-2.8",",0,28,+","0",",,0,31,+","0.0",",,0,31,+","47.2",",,0,25,","26.7",",0,01,",,,"264.9",",0","162.7",",,,0","0",",,,0","9.8",",0","15.7",",,,0","3.9",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-11",,,"0.0",",0","8",",0","7",",0","9","2,0","6",",0","0",",0","21",",0","7",",0","1",",0","0",",0","-11.1",",0,30,+","508","2,,0,24,","229.0",",,0,21,","35.8",",,0,08,","21.1",",0,04,",,,"455.2",",0","124.4",",,,0","801",",,,0","3.2",",0","8.4",",,,0","-2.1",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2010-12",,,"0.0",",0","14",",0","13",",0",,,"5","1,0","0",",0","25",",0","3",",0","0",",0","0",",0","-11.1",",0,31,+",,,"152.0","1,,0,26,","81.8",",,0,18,","13.9",",0,13,",,,"514.5",",0","362.4",",,,0","457","1,,,0","1.7",",0","5.5",",,,0","-2.0",",,,0"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-02",,,"0.0","1,7","9","1,7","6","1,7",,,,,"0","1,7","27","1,7","5","1,7","0","1,7","0","1,7","-11.7","1,7,28,+",,,,,"38.1","1,,7,19,","13.9","1,7,14,",,,"489.3","1,7","140.5","1,,,7",,,"0.2","1,7","5.7","1,,,7","-5.3","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-03",,,"0.0","1,7","17","1,7","16","1,7","26","1,7","8","2,7","0","1,7","29","1,7","4","1,7","0","1,7","0","1,7","-11.7","1,7,01,","1194","1,,7,25,","635.0","2,,7,21,","59.9","1,,7,21,","13.3","1,7,10,",,,"495.3","1,7","283.8","1,,,7","1932","2,,,7","1.8","1,7","6.7","1,,,7","-3.1","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-04",,,"0.0","1,7","7","1,7","2","1,7","16","3,7","2","2,7","0","1,7","22","1,7","2","1,7","0","1,7","0","1,7","-9.4","1,7,09,","381","3,,7,01,","152.0","2,,7,09,","14.7","1,,7,08,","19.4","1,7,02,",,,"397.7","1,7","27.0","1,,,7","241","2,,,7","4.6","1,7","11.3","1,,,7","-2.1","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-05",,,"0.0","1,7","8","1,7","7","1,7",,,,,"0","1,7","14","1,7","0","1,7","5","1,7","0","1,7","-2.8","1,7,17,+",,,,,"24.9","1,,7,18,","24.4","1,7,06,",,,"335.1","1,7","65.9","1,,,7",,,"7.2","1,7","14.1","1,,,7","0.2","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-07",,,"22.5",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","28",",7","0",",7","5.6",",7,16,+",,,,,"0.0",",,7,31,+","30.6",",7,05,+","48.8","7","48.8",",7","0.0",",,,7",,,"17.5",",7","25.6",",,,7","9.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-08",,,"10.5",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","6.1",",7,22,+",,,,,"2.3",",,7,01,","30.0",",7,27,","82.3","7","33.5",",7","2.3",",,,7",,,"17.6",",7","26.6",",,,7","8.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-09",,,"5.4","2,7","4","2,7","2","2,7",,,,,"0","2,7","0","2,7","0","2,7","26","2,7","0","2,7","5.6","2,7,27,+",,,,,"4.1","2,,7,12,","28.3","2,7,08,","127.5","7","45.2","2,7","10.4","2,,,7",,,"16.9","2,7","25.2","2,,,7","8.7","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-10",,,"0.8",",7","4",",7","3",",7",,,,,"0",",7","9",",7","0",",7","10",",7","0",",7","-1.7",",7,11,+",,,,,"27.7",",,7,05,","27.8",",7,02,+","373.5","7","246.0",",7","56.1",",,,7",,,"10.4",",7","17.6",",,,7","3.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-11",,,"0.0",",7","6",",7","4",",7",,,,,"0",",7","24",",7","1",",7","0",",7","0",",7","-6.7",",7,07,+",,,,,"12.2",",,7,12,","17.8",",7,25,","808.4","7","434.9",",7","32.3",",,,7",,,"3.8",",7","9.5",",,,7","-1.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2011-12",,,"0.0",",7","0",",7","0",",7",,,,,"0",",7","30",",7","0",",7","0",",7","0",",7","-6.7",",7,23,+",,,,,"0.0",",,7,31,+","15.0",",7,29,","1297.2","7","488.8",",7","0.0",",,,7",,,"2.6",",7","9.1",",,,7","-3.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-01","0.0","7","0.0",",7","4",",7","4",",7",,,,,"0",",7","27",",7","3",",7","0",",7","0",",7","-9.4",",7,19,+",,,,,"74.9",",,7,21,","16.7",",7,05,+","1757.5","7","460.3",",7","112.5",",,,7",,,"3.5",",7","9.6",",,,7","-2.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-02","0.0","7","0.0","1,7","7","1,7","3","1,7",,,,,"0","1,7","28","1,7","1","1,7","0","1,7","0","1,7","-7.2","1,7,16,",,,,,"16.8","1,,7,15,","15.6","1,7,25,","2211.8","7","454.3","1,7","34.1","1,,,7",,,"2.1","1,7","7.4","1,,,7","-3.2","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-03","0.0","7","0.0",",7","11",",7","8",",7",,,,,"0",",7","27",",7","3",",7","0",",7","0",",7","-10.0",",7,07,",,,,,"55.9",",,7,17,","17.2",",7,06,+","2676.7","7","464.9",",7","128.5",",,,7",,,"3.3",",7","9.4",",,,7","-2.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-04","0.0","7","0.0","1,7","6","1,7","5","1,7",,,,,"0","1,7","20","1,7","1","1,7","4","1,7","0","1,7","-7.2","1,7,07,+",,,,,"18.3","1,,7,26,","26.1","1,7,24,","3028.8","7","352.1","1,7","55.1","1,,,7",,,"6.2","1,7","12.8","1,,,7","-0.4","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-05","0.0","7","0.0",",7","2",",7","0",",7",,,,,"0",",7","8",",7","0",",7","14",",7","0",",7","-2.2",",7,07,+",,,,,"1.3",",,7,26,","24.4",",7,31,+","3258.5","7","229.7",",7","1.6",",,,7",,,"10.9",",7","19.4",",,,7","2.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-06","5.9","7","5.9",",7","1",",7","1",",7",,,,,"0",",7","0",",7","0",",7","22",",7","0",",7","0.6",",7,07,+",,,,,"10.2",",,7,05,","29.4",",7,17,","3365.2","7","106.7",",7","10.2",",,,7",,,"15.0",",7","23.4",",,,7","6.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-07","25.9","7","20.0","3,7","1","3,7","0","3,7",,,,,"0","3,7","0","3,7","0","3,7","28","3,7","0","3,7","6.1","3,7,19,",,,,,"1.8","3,,7,20,","31.7","3,7,12,","27.9","7","27.9","3,7","1.8","3,,,7",,,"18.1","3,7","26.8","3,,,7","9.3","3,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-08","111.9","7","86.0",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","5",",7","6.7",",7,31,+",,,,,"0.0",",,7,31,+","33.3",",7,14,+","33.1","7","5.2",",7","0.0",",,,7",,,"20.9",",7","29.6",",,,7","12.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-09","115.1","7","3.2","1,7","0","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","29","1,7","0","1,7","6.1","1,7,14,",,,,,"0.0","1,,7,30,+","28.3","1,7,15,","65.1","7","32.0","1,7","0.0","1,,,7",,,"17.3","1,7","25.9","1,,,7","8.8","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-10","118.4","7","3.3","1,7","5","1,7","4","1,7",,,,,"0","1,7","5","1,7","0","1,7","10","1,7","0","1,7","-1.7","1,7,26,+",,,,,"33.5","1,,7,23,","29.4","1,7,02,","304.9","7","239.8","1,7","46.4","1,,,7",,,"10.4","1,7","17.6","1,,,7","3.3","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-11","118.4","7","0.0",",7","11",",7","6",",7","5","2,7","2","2,7","0",",7","15",",7","2",",7","1",",7","0",",7","-9.4",",7,11,","203","2,,7,10,","127.0","2,,7,10,","37.6",",,7,18,","21.7",",7,06,","682.8","7","377.9",",7","123.6",",,,7","203","2,,,7","5.7",",7","11.4",",,,7","0.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2012-12","118.4","7","0.0",",7","17",",7","12",",7",,,,,"0",",7","25",",7","9",",7","0",",7","0",",7","-10.0",",7,20,+",,,,,"58.9",",,7,03,","15.0",",7,12,","1239.3","7","556.5",",7","286.0",",,,7",,,"0.4",",7","4.3",",,,7","-3.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-01","0.0","7","0.0",",7","8",",7","3",",7","31",",7","2",",7","0",",7","29",",7","6",",7","0",",7","0",",7","-13.3",",7,13,+","279",",,7,07,+","25.0",",,7,10,+","8.6",",,7,24,","12.2",",7,23,+","1810.7","7","571.4",",7","24.5",",,,7","61",",,,7","-0.1",",7","5.7",",,,7","-5.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-02","0.0","7","0.0",",7","2",",7","2",",7","7","3,7","2","3,7","0",",7","28",",7","2",",7","0",",7","0",",7","-8.3",",7,10,+","102","3,,7,08,","89.0","3,,7,08,","11.4",",,7,20,","13.9",",7,16,+","2280.5","7","469.8",",7","21.1",",,,7","165","3,,,7","1.6",",7","7.9",",,,7","-4.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-03","0.0","7","0.0",",7","9",",7","7",",7","5","2,7","3","2,7","0",",7","26",",7","1",",7","0",",7","0",",7","-3.9",",7,12,+","102","2,,7,08,","51.0","2,,7,08,","24.4",",,7,31,","20.0",",7,15,","2681.3","7","400.8",",7","67.4",",,,7","101","2,,,7","5.4",",7","12.1",",,,7","-1.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-04","0.0","7","0.0",",7","4",",7","2",",7",,,,,"0",",7","15",",7","0",",7","4",",7","0",",7","-5.0",",7,18,+",,,,,"19.1",",,7,01,","23.9",",7,30,","2989.1","7","307.8",",7","31.1",",,,7",,,"8.1",",7","15.6",",,,7","0.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-05","0.0","7","0.0","1,7","3","1,7","1","1,7",,,,,"0","1,7","2","1,7","0","1,7","10","1,7","0","1,7","-1.7","1,7,23,",,,,,"24.1","1,,7,07,","26.1","1,7,14,+","3211.6","7","222.5","1,7","26.4","1,,,7",,,"10.9","1,7","18.1","1,,,7","3.8","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-06","19.7","7","19.7","1,7","0","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","25","1,7","1","1,7","1.7","1,7,19,",,,,,"0.0","1,,7,30,+","32.8","1,7,09,","3277.8","7","66.2","1,7","0.0","1,,,7",,,"16.7","1,7","25.3","1,,,7","8.2","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-07","84.0","7","64.3",",7","1",",7","1",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","8.3",",7,19,+",,,,,"13.0",",,7,23,","31.7",",7,02,+","2.8","7","2.8",",7","13.0",",,,7",,,"20.3",",7","28.7",",,,7","11.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-08","101.5","7","17.5",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","5.0",",7,11,",,,,,"0.5",",,7,20,","30.6",",7,20,","40.1","7","37.3",",7","0.5",",,,7",,,"17.7",",7","26.4",",,,7","8.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-09","108.2","7","6.7","4,7","0","4,7","0","4,7",,,,,"0","4,7","5","4,7","0","4,7","20","4,7","0","4,7","-1.1","4,7,30,+",,,,,"0.0","4,,7,30,+","28.3","4,7,09,","123.9","7","83.8","4,7","0.0","4,,,7",,,"15.4","4,7","23.3","4,,,7","7.4","4,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-10","108.2","7","0.0","4,7","3","4,7","3","4,7","4","4,7","2","4,7","0","4,7","9","4,7","1","4,7","2","4,7","0","4,7","-2.8","4,7,31,+","102","4,,7,29,","76.0","4,,7,29,","13.0","4,,7,10,","21.1","4,7,07,+","391.3","7","267.4","4,7","33.8","4,,,7","101","4,,,7","8.4","4,7","15.6","4,,,7","1.2","4,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-11","108.2","7","0.0",",7","4",",7","3",",7",,,,,"0",",7","20",",7","0",",7","0",",7","0",",7","-2.8",",7,26,+",,,,,"21.1",",,7,21,","19.4",",7,12,","760.4","7","369.1",",7","33.3",",,,7",,,"6.0",",7","12.3",",,,7","-0.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2013-12","108.2","7","0.0",",7","4",",7","3",",7",,,,,"0",",7","26",",7","5",",7","0",",7","0",",7","-13.9",",7,08,",,,,,"10.7",",,7,04,","17.2",",7,18,+","1263.6","7","503.2",",7","24.7",",,,7",,,"2.1",",7","7.9",",,,7","-3.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-01","0.0","7","0.0",",7","3",",7","2",",7",,,,,"0",",7","23",",7","0",",7","0",",7","0",",7","-2.8",",7,13,+",,,,,"34.3",",,7,31,","17.2",",7,17,","1640.4","7","376.8",",7","48.3",",,,7",,,"6.2",",7","12.7",",,,7","-0.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-02","0.0","7","0.0",",7","10",",7","5",",7","7","4,7","1","4,7","0",",7","24",",7","0",",7","0",",7","0",",7","-7.2",",7,06,+","102","4,,7,07,+","51.0","4,,7,06,","47.8",",,7,27,","16.1",",7,15,","2062.3","7","421.9",",7","88.1",",,,7","74","4,,,7","3.3",",7","8.6",",,,7","-2.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-03","0.0","7","0.0",",7","8",",7","6",",7",,,,,"0",",7","27",",7","0",",7","0",",7","0",",7","-2.8",",7,31,+",,,,,"37.3",",,7,01,","18.3",",7,17,","2468.2","7","405.9",",7","86.5",",,,7",,,"5.2",",7","11.5",",,,7","-1.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-04","0.0","7","0.0",",7","7",",7","4",",7",,,,,"0",",7","13",",7","0",",7","0",",7","0",",7","-6.1",",7,04,+",,,,,"36.6",",,7,26,","20.6",",7,12,+","2807.6","7","339.4",",7","73.9",",,,7",,,"7.0",",7","13.9",",,,7","0.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-05","0.0","7","0.0",",7","8",",7","2",",7",,,,,"0",",7","5",",7","0",",7","17",",7","0",",7","-2.8",",7,11,",,,,,"5.1",",,7,21,","26.7",",7,28,+","3027.1","7","219.5",",7","14.6",",,,7",,,"11.3",",7","19.0",",,,7","3.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-06","7.8","7","7.8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","3.3",",7,16,+","0",",,7,30,+","0.0",",,7,30,+","1.5",",,7,26,","30.6",",7,30,+","3099.9","7","72.8",",7","1.5",",,,7","0",",,,7","16.2",",7","25.0",",,,7","7.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-07","75.6","7","67.8",",7","2",",7","1",",7",,,,,"0",",7","0",",7","0",",7","28",",7","2",",7","8.9",",7,24,",,,,,"4.8",",,7,16,","33.3",",7,14,","9.7","7","9.7",",7","6.6",",,,7",,,"20.2",",7","27.6",",,,7","12.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-08","112.2","7","36.6",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","5.6",",7,26,",,,,,"2.3",",,7,04,","31.7",",7,02,","28.1","7","18.4",",7","2.3",",,,7",,,"18.9",",7","27.1",",,,7","10.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-09","131.0","7","18.8",",7","4",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","0",",7","1.7",",7,30,+","0",",,7,30,+","0.0",",,7,30,+","18.0",",,7,28,","29.4",",7,14,+","96.5","7","68.4",",7","29.9",",,,7","0",",,,7","16.7",",7","24.5",",,,7","8.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-10","131.0","7","0.0",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","15",",7","0",",7","0.6",",7,28,+",,,,,"0.0",",,7,31,+","27.2",",7,07,","264.9","7","168.4",",7","0.0",",,,7",,,"12.9",",7","20.8",",,,7","5.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-11","131.0","7","0.0",",7","5",",7","4",",7",,,,,"0",",7","20",",7","0",",7","1",",7","0",",7","-2.8",",7,17,+",,,,,"26.2",",,7,01,","22.2",",7,09,","610.1","7","345.2",",7","48.4",",,,7",,,"6.8",",7","13.7",",,,7","0.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2014-12","131.0","7","0.0","2,7","15","2,7","9","2,7",,,,,"0","2,7","22","2,7","1","2,7","0","2,7","0","2,7","-6.7","2,7,29,",,,,,"50.8","2,,7,18,","13.3","2,7,28,+","1048.9","7","438.8","2,7","184.8","2,,,7",,,"3.2","2,7","7.7","2,,,7","-1.3","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-01","0.0","7","0.0",",7","2",",7","1",",7",,,,,"0",",7","23",",7","0",",7","0",",7","0",",7","-8.3",",7,01,",,,,,"2.8",",,7,28,","20.0",",7,27,","1450.5","7","401.6",",7","3.8",",,,7",,,"5.4",",7","12.2",",,,7","-1.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-02","0.0","7","0.0",",7","4",",7","3",",7",,,,,"0",",7","15",",7","0",",7","0",",7","0",",7","-3.9",",7,25,+",,,,,"44.5",",,7,09,","19.4",",7,15,","1774.7","7","324.2",",7","78.3",",,,7",,,"6.8",",7","13.7",",,,7","-0.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-03","0.0","7","0.0","2,7","5","2,7","1","2,7",,,,,"0","2,7","12","2,7","0","2,7","1","2,7","0","2,7","-4.4","2,7,03,+",,,,,"3.0","2,,7,01,","25.6","2,7,28,","2092.1","7","317.4","2,7","8.0","2,,,7",,,"7.4","2,7","14.9","2,,,7","-0.1","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-04","0.0","7","0.0","1,7","8","1,7","6","1,7",,,,,"0","1,7","20","1,7","1","1,7","5","1,7","0","1,7","-3.9","1,7,09,+",,,,,"18.0","1,,7,08,","22.2","1,7,29,+","2425.6","7","333.5","1,7","75.5","1,,,7",,,"6.8","1,7","13.9","1,,,7","-0.3","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-05","0.0","7","0.0",",7","11",",7","4",",7",,,,,"0",",7","5",",7","0",",7","6",",7","0",",7","-1.1",",7,08,",,,,,"24.9",",,7,08,","25.6",",7,31,","2711.2","7","285.6",",7","43.0",",,,7",,,"9.1",",7","15.3",",,,7","2.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-06","26.6","7","26.6",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","26",",7","0",",7","4.4",",7,02,",,,,,"0.3",",,7,10,","31.1",",7,27,+","2755.9","7","44.7",",7","0.3",",,,7",,,"17.7",",7","26.0",",,,7","9.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-07","60.5","7","33.9",",7","7",",7","4",",7",,,,,"0",",7","0",",7","0",",7","31",",7","1",",7","6.7",",7,11,+",,,,,"43.2",",,7,21,","32.2",",7,01,","26.3","7","26.3",",7","66.4",",,,7",,,"18.6",",7","26.3",",,,7","10.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-08","102.2","7","41.7",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","8.9",",7,08,",,,,,"0.8",",,7,07,","31.7",",7,18,+","33.4","7","7.1",",7","0.8",",,,7",,,"19.4",",7","27.9",",,,7","11.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-09","124.4","7","22.2","1,7","1","1,7","1","1,7",,,,,"0","1,7","0","1,7","0","1,7","22","1,7","0","1,7","2.2","1,7,19,+",,,,,"9.7","1,,7,15,","31.7","1,7,21,","101.9","7","68.5","1,7","9.7","1,,,7",,,"16.7","1,7","24.4","1,,,7","9.1","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-10","125.6","7","1.2",",7","7",",7","6",",7",,,,,"0",",7","3",",7","0",",7","11",",7","0",",7","-0.6",",7,30,",,,,,"47.8",",,7,18,","28.3",",7,09,","291.5","7","189.6",",7","86.4",",,,7",,,"12.3",",7","19.5",",,,7","5.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-11","125.6","7","0.0",",7","8",",7","8",",7",,,,,"0",",7","26",",7","3",",7","0",",7","0",",7","-9.4",",7,26,",,,,,"45.7",",,7,04,","20.6",",7,01,","764.7","7","473.2",",7","109.3",",,,7",,,"2.6",",7","8.4",",,,7","-3.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2015-12","125.6","7","0.0",",7","12",",7","8",",7",,,,,"0",",7","28",",7","5",",7","0",",7","0",",7","-11.7",",7,27,+",,,,,"79.5",",,7,22,","15.0",",7,10,","1340.9","7","576.2",",7","171.1",",,,7",,,"-0.2",",7","4.8",",,,7","-5.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-01","0.0","7","0.0",",7","14",",7","12",",7","31",",7",,,"0",",7","29",",7","1",",7","0",",7","0",",7","-10.6",",7,02,+","406",",,7,10,+",,,"40.1",",,7,06,","11.7",",7,28,","1878.9","7","538.0",",7","210.8",",,,7",,,"1.0",",7","5.3",",,,7","-3.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-02","0.0","7","0.0",",7","3",",7","3",",7",,,,,"0",",7","19",",7","3",",7","0",",7","0",",7","-8.9",",7,01,",,,,,"21.6",",,7,18,","19.4",",7,17,","2257.3","7","378.4",",7","42.7",",,,7",,,"5.3",",7","12.2",",,,7","-1.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-03","0.0","7","0.0",",7","10",",7","10",",7",,,,,"0",",7","21",",7","1",",7","0",",7","0",",7","-6.1",",7,29,",,,,,"81.3",",,7,06,","17.2",",7,19,+","2675.3","7","418.0",",7","168.9",",,,7",,,"4.9",",7","11.0",",,,7","-1.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-04","0.0","7","0.0",",7","7",",7","7",",7",,,,,"0",",7","13",",7","0",",7","3",",7","0",",7","-2.8",",7,16,+",,,,,"30.5",",,7,23,","25.0",",7,07,","2993.4","7","318.1",",7","97.5",",,,7",,,"7.7",",7","14.4",",,,7","1.0",",,,7"
